   3.6010742e-03  -1.3082903e-03  -9.1552734e-04   3.3172783e-04   1.8310547e-04   3.3172783e-04  -9.1552734e-04  -1.3082903e-03
   6.4392090e-03  -6.9973548e-05   6.1035156e-05  -1.1313192e-04  -9.1552734e-05  -1.1313192e-04   6.1035156e-05  -6.9973548e-05
   3.6621094e-04  -4.2941491e-04   5.4931641e-04   2.1688175e-06  -3.6621094e-04   2.1688175e-06   5.4931641e-04  -4.2941491e-04
  -1.0467529e-02   2.1688175e-06   5.1879883e-04  -4.2941491e-04   1.4953613e-03  -4.2941491e-04   5.1879883e-04   2.1688175e-06
  -5.5847168e-03   3.5050297e-04   4.5776367e-04  -1.6739750e-04   1.5258789e-04  -1.6739750e-04   4.5776367e-04   3.5050297e-04
  -6.1340332e-03   1.1990149e-04   3.0517578e-05   5.5148522e-04  -1.5258789e-04   5.5148522e-04   3.0517578e-05   1.1990149e-04
  -1.1230469e-02   2.9253499e-04  -4.2724609e-04   3.7885173e-04  -4.8828125e-04   3.7885173e-04  -4.2724609e-04   2.9253499e-04
   7.6599121e-03  -9.4619905e-05   3.3569336e-04  -6.9883713e-04   9.1552734e-05  -6.9883713e-04   3.3569336e-04  -9.4619905e-05
  -1.8005371e-03   5.1113090e-04  -7.3242188e-04  -9.9941215e-04   5.7983398e-04  -9.9941215e-04  -7.3242188e-04   5.1113090e-04
   1.3854980e-02  -1.2794153e-04  -5.1879883e-04   4.3311731e-04   1.7089844e-03   4.3311731e-04  -5.1879883e-04  -1.2794153e-04
  -1.1413574e-02  -8.1133381e-04   6.1035156e-05  -8.9765056e-04   5.4931641e-04  -8.9765056e-04   6.1035156e-05  -8.1133381e-04
   9.8266602e-03   2.8576541e-04   5.1879883e-04  -1.0265994e-04   1.2207031e-03  -1.0265994e-04   5.1879883e-04   2.8576541e-04
   7.6293945e-03   2.6571981e-04   1.0681152e-03   2.2256144e-04   2.4414063e-04   2.2256144e-04   1.0681152e-03   2.6571981e-04
  -1.9195557e-02   2.8359659e-04   4.8828125e-04   3.2675497e-04  -8.2397461e-04   3.2675497e-04   4.8828125e-04   2.8359659e-04
   6.5002441e-03   1.5845911e-04  -9.7656250e-04  -4.0259974e-04  -1.1291504e-03  -4.0259974e-04  -9.7656250e-04   1.5845911e-04
  -1.0772705e-02  -2.8666377e-04  -1.2207031e-04  -9.3403936e-04  -7.0190430e-04  -9.3403936e-04  -1.2207031e-04  -2.8666377e-04
  -3.1127930e-03  -1.5629029e-04  -9.1552734e-05  -2.6815175e-05  -4.8828125e-04  -2.6815175e-05  -9.1552734e-05  -1.5629029e-04
